gene_id	transcript_id	chrom	tx_start	tx_end	strand
ENSG00000253630	ENST00000518369.1	chr5	157747503	157747707	-
ENSG00000121966	ENST00000409817.1	chr2	136114348	136116243	-
ENSG00000121964	ENST00000542155.5	chr2	143946015	144332534	-
ENSG00000160094	ENST00000539719.5	chr1	33256572	33300719	+
ENSG00000253639	ENST00000518873.1	chr8	97858048	97858947	-
ENSG00000160097	ENST00000496770.1	chr1	32864448	32872480	-
ENSG00000105726	ENST00000357324.10	chr19	19645202	19663693	-
ENSG00000260851	ENST00000561728.1	chr16	66469843	66517202	-
ENSG00000047230	ENST00000380241.7	chrX	16588305	16712936	-
ENSG00000034510	ENST00000233143.5	chr2	84905624	84906675	+
ENSG00000272311	ENST00000607083.1	chr19	39264381	39265817	+
ENSG00000176014	ENST00000586691.1	chr18	12310966	12344320	+
ENSG00000176018	ENST00000315948.10	chr5	90515625	90529581	-
ENSG00000253981	ENST00000523017.5	chr8	8237673	8244667	-
ENSG00000253980	ENST00000519375.1	chr5	157199241	157224380	-
ENSG00000253983	ENST00000522339.2	chr8	74199395	74208441	+
ENSG00000253982	ENST00000518822.1	chr8	1761989	1764339	-
ENSG00000253985	ENST00000518473.1	chr5	71372675	71374898	-
ENSG00000253986	ENST00000518590.1	chr8	23493008	23494198	-
ENSG00000253989	ENST00000521454.2	chr14	106418017	106418299	-
ENSG00000253988	ENST00000521793.1	chr8	138063267	138073240	+
ENSG00000177943	ENST00000317446.6	chr9	136852366	136860797	+
ENSG00000237856	ENST00000435441.1	chr2	123065320	123067722	+
ENSG00000237851	ENST00000454411.1	chr6	142788122	142794086	+
ENSG00000177947	ENST00000325113.8	chr11	196737	200258	+
ENSG00000237853	ENST00000442027.5	chr1	61248944	61253510	-
ENSG00000237852	ENST00000429871.1	chr1	65486405	65494188	+
ENSG00000237859	ENST00000415978.2	chrX	154908884	154919103	-
ENSG00000135905	ENST00000409592.7	chr2	224765089	224947065	-
ENSG00000199104	ENST00000362234.2	chr10	86264693	86264788	-
ENSG00000199102	ENST00000362232.1	chr4	112648362	112648430	-
ENSG00000135902	ENST00000258385.7	chr2	232526183	232535838	+
ENSG00000135903	ENST00000392070.6	chr2	222200985	222298996	-
ENSG00000199109	ENST00000362239.4	chr14	101023324	101023420	+
ENSG00000149380	ENST00000331597.8	chr11	74266654	74311657	-
ENSG00000230495	ENST00000434165.1	chr20	17599254	17599807	-
ENSG00000230496	ENST00000446518.1	chr2	130275591	130276257	+
ENSG00000230497	ENST00000414101.1	chr3	175059360	175060031	-
ENSG00000243939	ENST00000483263.1	chr8	104981163	104981579	-
ENSG00000230491	ENST00000419384.1	chrX	155310246	155310490	+
ENSG00000230492	ENST00000440798.1	chr20	23010208	23030785	-
ENSG00000104064	ENST00000380877.7	chr15	50275391	50355408	-
ENSG00000230498	ENST00000454305.1	chr1	77067919	77078482	+
ENSG00000230499	ENST00000451230.1	chr2	111195962	111206494	+
ENSG00000253027	ENST00000517218.1	chr19	44764949	44765100	+
ENSG00000248050	ENST00000499579.1	chr8	109644114	109648084	+
ENSG00000252587	ENST00000516778.1	chr16	35754922	35755033	+
ENSG00000223839	ENST00000455995.5	chr9	40321298	40329218	+
ENSG00000252582	ENST00000516773.1	chr9	131021167	131021306	-
ENSG00000252583	ENST00000516774.2	chrX	147250150	147250230	-
ENSG00000163840	ENST00000296161.8	chr3	122564237	122575203	+
ENSG00000252581	ENST00000516772.1	chr3	149525630	149525726	+
ENSG00000163848	ENST00000360647.8	chr3	125225560	125375354	-
ENSG00000230753	ENST00000443171.5	chr20	33787374	33811097	-
ENSG00000188897	ENST00000598234.6	chr16	11372014	11527245	-
ENSG00000188895	ENST00000398532.8	chr17	40122297	40136916	+
ENSG00000223833	ENST00000419086.6	chr6_GL000256v2_alt	2888577	2892029	-
ENSG00000096872	ENST00000433700.5	chr9	26947038	27062925	+
ENSG00000173432	ENST00000356524.8	chr11	18266173	18269974	+
ENSG00000206950	ENST00000384223.1	chr8	14332554	14332663	+
ENSG00000206951	ENST00000384224.1	chr2	32945338	32945451	-
ENSG00000272263	ENST00000606447.1	chr3	12832218	12832728	-
ENSG00000272262	ENST00000606519.1	chr1	202410107	202410207	-
ENSG00000272265	ENST00000605999.1	chr5	116078109	116078570	-
ENSG00000272264	ENST00000607017.1	chr8	80032723	80033300	-
ENSG00000272267	ENST00000607598.2	chr8	9555143	9556520	-
ENSG00000206957	ENST00000384230.2	chr15	44697332	44697430	-
ENSG00000206958	ENST00000384231.1	chr5	88382771	88382907	+
ENSG00000206959	ENST00000384232.1	chr20	53544614	53544725	+
ENSG00000173431	ENST00000308227.2	chr14	21057821	21058455	+
ENSG00000095787	ENST00000354911.8	chr10	28533418	28620543	+
ENSG00000271792	ENST00000607370.1	chr5	139775304	139775472	+
ENSG00000200469	ENST00000363599.1	chr4	88275204	88275308	-
ENSG00000271795	ENST00000606930.1	chr5	151509452	151512769	+
ENSG00000271797	ENST00000606615.1	chr5	115262504	115263448	+
ENSG00000200462	ENST00000363592.1	chr5	87420340	87420447	-
ENSG00000200463	ENST00000363593.1	chr17	8173453	8173587	-
ENSG00000270052	ENST00000602419.1	chrX	151497725	151498354	+
ENSG00000152439	ENST00000282292.8	chr19	57499940	57508161	+
ENSG00000270055	ENST00000602663.1	chr15	30487962	30490313	+
ENSG00000226695	ENST00000457591.1	chr13	24750656	24752171	-
ENSG00000237141	ENST00000455312.1	chr10	67833762	67834081	+
ENSG00000237140	ENST00000426640.2	chr16	26062749	26063097	-
ENSG00000177054	ENST00000446113.6	chr11	19117128	19176415	+
ENSG00000235208	ENST00000443141.2	chr20	16684107	16684404	-
ENSG00000237145	ENST00000415326.1	chr6_GL000253v2_alt	4125931	4126762	-
ENSG00000177058	ENST00000396865.6	chr5	55625844	55712726	-
ENSG00000237149	ENST00000466942.2	chr10	75401518	75407941	+
ENSG00000237148	ENST00000446367.1	chr13	81272890	81273170	+
ENSG00000273076	ENST00000607991.1	chr22	38743494	38743910	+
ENSG00000179399	ENST00000377067.8	chr13	91398606	92867237	+
ENSG00000235207	ENST00000416519.1	chr7	55645619	55646951	+
ENSG00000172661	ENST00000374362.6	chr10	45727218	45792961	+
ENSG00000172663	ENST00000308022.6	chr11	67461709	67469234	-
ENSG00000179397	ENST00000366534.8	chr1	244461375	244640504	+
ENSG00000172667	ENST00000311417.6	chr3	179017222	179072279	-
ENSG00000236438	ENST00000634862.1	chr3	198167738	198222513	+
ENSG00000236439	ENST00000422457.2	chr1	202471863	202472117	-
ENSG00000173535	ENST00000356864.3	chr8	23102589	23117437	+
ENSG00000173531	ENST00000449682.2	chr3	49683946	49689053	-
ENSG00000173530	ENST00000312584.3	chr8	23135587	23164030	-
ENSG00000236430	ENST00000420409.1	chr1	203872573	203874187	-
ENSG00000235202	ENST00000442182.1	chr1	117295519	117321336	+
ENSG00000236432	ENST00000439598.6	chr2	227221051	227325164	-
ENSG00000236433	ENST00000435890.1	chr13	68331337	68331613	-
ENSG00000236434	ENST00000422306.2	chr1	51264915	51266074	-
ENSG00000236435	ENST00000421279.1	chrY	7687738	7689548	-
ENSG00000236436	ENST00000447260.1	chr2	20859770	20861661	+
ENSG00000236437	ENST00000452629.1	chr11	116496898	116500630	-
ENSG00000121671	ENST00000616623.4	chr11	45847405	45883248	+
ENSG00000269786	ENST00000593294.1	chr19	56922017	56922213	+
ENSG00000178596	ENST00000429913.2	chr1	94302037	94303022	+
ENSG00000232535	ENST00000394191.3	chr3	98306751	98312843	+
ENSG00000232537	ENST00000416349.1	chr1	209147266	209155101	-
ENSG00000232536	ENST00000434112.1	chr1	151540515	151561855	+
ENSG00000232531	ENST00000413684.1	chr2	91747939	91748986	-
ENSG00000232530	ENST00000447565.1	chr22	30239193	30240538	+
ENSG00000232533	ENST00000429630.1	chr7	143379691	143380495	-
ENSG00000174628	ENST00000320394.10	chr16	19716455	19858467	+
ENSG00000232539	ENST00000453716.1	chr21	33057828	33064983	+
ENSG00000178591	ENST00000382410.2	chr20	87709	96533	+
ENSG00000249094	ENST00000446473.2	chr12	109880675	109888467	+
ENSG00000249096	ENST00000610683.4	chr4	184365560	184382264	-
ENSG00000116001	ENST00000433529.6	chr2	70209443	70248641	-
ENSG00000249091	ENST00000507220.1	chr4	138277114	138281784	-
ENSG00000249092	ENST00000505144.1	chr5	42892318	42892817	-
ENSG00000116005	ENST00000433351.6	chr2	70258136	70281191	+
ENSG00000207607	ENST00000384875.3	chr1	1167862	1167952	+
ENSG00000207606	ENST00000384874.1	chr1	151545795	151545891	+
ENSG00000207605	ENST00000384873.3	chr3	49020617	49020709	-
ENSG00000207604	ENST00000384872.3	chr6	52144348	52144434	+
ENSG00000249098	ENST00000506407.1	chr3	130918225	130919120	-
ENSG00000249099	ENST00000512939.1	chr5	26382518	26399819	-
ENSG00000207600	ENST00000384868.3	chr8	11035205	11035302	-
ENSG00000117751	ENST00000311772.9	chr1	27830777	27851676	+
ENSG00000113231	ENST00000264917.9	chr5	77210880	77429807	+
ENSG00000122557	ENST00000396081.5	chr7	35632658	35695135	-
ENSG00000117758	ENST00000373943.8	chr1	27773182	27824452	+
ENSG00000181961	ENST00000314721.4	chr11	55343150	55344231	+
ENSG00000265514	ENST00000579141.1	chr18	5084991	5095815	+
ENSG00000201733	ENST00000364863.1	chr11	66432762	66432902	+
ENSG00000201737	ENST00000364867.1	chr2	200775583	200775750	+
ENSG00000201736	ENST00000364866.1	chr4	40990153	40990273	+
ENSG00000081479	ENST00000263816.7	chr2	169127108	169362685	-
ENSG00000128626	ENST00000308018.8	chr19	38930547	38933020	+
ENSG00000141338	ENST00000586539.5	chr17	68868051	68955241	-
ENSG00000271248	ENST00000604640.1	chr8	5455217	5455665	-
ENSG00000271249	ENST00000603970.1	chr3	109701455	109702218	-
ENSG00000271242	ENST00000605362.1	chr13	51195880	51196081	+
ENSG00000271243	ENST00000603988.1	chr2	61575773	61576394	+
ENSG00000271240	ENST00000605278.1	chr8	133962991	133963259	-
ENSG00000080561	ENST00000443968.2	chrX	107826413	107927193	+
ENSG00000222598	ENST00000410666.1	chr5	115774318	115774502	-
ENSG00000271245	ENST00000605568.1	chr6	11154928	11155150	-
ENSG00000270118	ENST00000602838.1	chr16	28454140	28454511	-
ENSG00000224228	ENST00000432694.2	chr1	172775904	173064015	+
ENSG00000168802	ENST00000448552.6	chr16	69118009	69132570	-
ENSG00000270111	ENST00000634462.1	chr10	10418738	10462349	-
ENSG00000270110	ENST00000602778.1	chr1	228295910	228302998	-
ENSG00000224224	ENST00000439908.1	chrX	18865770	18866554	+
ENSG00000167315	ENST00000285093.14	chr18	49782166	49813960	-
ENSG00000270115	ENST00000602618.1	chr1	33261211	33261680	+
ENSG00000224223	ENST00000456049.1	chr7	54556969	54571726	+
ENSG00000224220	ENST00000352271.6	chr2	25421116	25427643	+
ENSG00000224221	ENST00000421830.1	chr6	73391037	73391767	-
ENSG00000232399	ENST00000429667.1	chr4	9224895	9226488	+
ENSG00000232398	ENST00000453277.1	chr4	67766479	67773854	-
ENSG00000235165	ENST00000442838.2	chr8	122769273	122770150	+
ENSG00000179314	ENST00000574946.5	chr17	6069105	6124427	+
ENSG00000235163	ENST00000416788.2	chr1	220448515	220448853	+
ENSG00000235162	ENST00000443585.5	chr12	105330635	105371518	+
ENSG00000174080	ENST00000310325.9	chr11	66563462	66568596	-
ENSG00000171453	ENST00000372389.7	chr6	43517021	43521526	+
ENSG00000137414	ENST00000259963.3	chr6	17600354	17611719	+
ENSG00000232390	ENST00000433858.3	chr11	3321861	3322202	+
ENSG00000232393	ENST00000425640.1	chr1	91023918	91024804	+
ENSG00000232392	ENST00000446186.1	chrX	11334232	11335901	-
ENSG00000232395	ENST00000446358.1	chr6	114481424	114488752	-
ENSG00000171450	ENST00000302625.5	chr2	218959654	218962162	+
ENSG00000235169	ENST00000444870.7	chr1	3772786	3775982	+
ENSG00000137413	ENST00000372977.7	chr6	42050523	42083274	+
ENSG00000231845	ENST00000494195.1	chr3	134170486	134171085	+
ENSG00000231846	ENST00000456621.1	chrX	22428131	22494713	+
ENSG00000231840	ENST00000427392.1	chr7	143255263	143286663	-
ENSG00000231841	ENST00000414628.1	chr4	152927445	152928207	+
ENSG00000212626	ENST00000391324.1	chr18	7301019	7301153	-
ENSG00000231848	ENST00000423051.1	chr2	44996412	44996873	+
ENSG00000231849	ENST00000447495.1	chr1	36241897	36242156	-
ENSG00000231960	ENST00000458522.1	chr6_GL000253v2_alt	389768	394466	+
ENSG00000231967	ENST00000415892.1	chr9	5356311	5356525	-
ENSG00000170255	ENST00000302797.4	chr11	18933812	18935002	-
ENSG00000241461	ENST00000496499.3	chr3	49083232	49083532	+
ENSG00000248878	ENST00000504053.1	chr5	31725538	31725902	-
ENSG00000066739	ENST00000359933.5	chr14	96279201	96363870	-
ENSG00000144306	ENST00000272732.10	chr2	174395744	174429575	+
ENSG00000248874	ENST00000512559.5	chr5	23951347	24178263	+
ENSG00000248877	ENST00000509673.2	chr4	130494672	130495285	+
ENSG00000248876	ENST00000505002.1	chr5	109470842	109471586	+
ENSG00000134262	ENST00000256658.8	chr1	113894747	113905070	-
ENSG00000248870	ENST00000510845.1	chr5	82586775	82587411	-
ENSG00000248873	ENST00000507707.1	chr5	42465399	42468868	-
ENSG00000248872	ENST00000505329.1	chr4	171040601	171059163	+
ENSG00000241464	ENST00000467018.3	chr19	18285342	18285495	-
ENSG00000082929	ENST00000623565.3	chr4	5525155	5527801	+
ENSG00000256464	ENST00000540201.1	chr11	18490242	18490955	-
ENSG00000186814	ENST00000420878.7	chr18	35251067	35290232	-
ENSG00000268442	ENST00000598671.1	chr19	24162369	24163425	-
ENSG00000134198	ENST00000369516.6	chr1	115048010	115089464	-
ENSG00000072571	ENST00000358715.3	chr5	163460656	163491941	+
ENSG00000269604	ENST00000601192.1	chr19	4791744	4795555	-
ENSG00000269600	ENST00000596029.1	chr19	58593895	58599277	-
ENSG00000186810	ENST00000373693.3	chrX	71615915	71618517	-
ENSG00000069702	ENST00000212355.8	chr1	91680344	91886279	-
ENSG00000134193	ENST00000256585.9	chr1	119794083	119811660	-
ENSG00000101082	ENST00000262866.8	chr20	36612317	36646216	-
ENSG00000269609	ENST00000594818.1	chr10	102450192	102461106	+
ENSG00000269608	ENST00000593607.1	chr19	53616801	53617254	+
ENSG00000265116	ENST00000579412.1	chr6_GL000253v2_alt	2841444	2841520	-
ENSG00000265115	ENST00000584863.1	chr17	33627026	33635057	+
ENSG00000262721	ENST00000572471.1	chr16	30875765	30895216	-
ENSG00000265112	ENST00000580744.1	chr9	89312224	89312306	+
ENSG00000265110	ENST00000580859.1	chr17	15251626	15251696	-
ENSG00000262728	ENST00000613733.4	chr15	32586104	32614696	-
ENSG00000061273	ENST00000080059.11	chr12	47782721	47819785	-
ENSG00000103449	ENST00000251020.8	chr16	51135974	51151275	-
ENSG00000254277	ENST00000519840.1	chr8	71675299	71702786	+
ENSG00000255341	ENST00000526467.1	chr11	124601583	124602238	+
ENSG00000254275	ENST00000520766.5	chr8	128420711	128561126	-
ENSG00000102710	ENST00000360252.8	chr13	37009315	37059713	-
ENSG00000260550	ENST00000561676.1	chr16	18570454	18571683	-
ENSG00000260551	ENST00000567246.1	chr15	24164776	24169948	-
ENSG00000170315	ENST00000302182.7	chr17	16380798	16382740	+
ENSG00000260552	ENST00000568654.1	chr18	36179995	36187448	-
ENSG00000175029	ENST00000337195.9	chr10	124984316	125160513	-
ENSG00000255340	ENST00000530042.1	chr11	43378881	43385671	-
ENSG00000111490	ENST00000539867.5	chr12	64824571	64875788	+
ENSG00000139263	ENST00000320743.7	chr12	58872148	58920522	-
ENSG00000131018	ENST00000367255.9	chr6	152121683	152637399	-
ENSG00000131019	ENST00000367339.6	chr6	150063149	150069095	-
ENSG00000131016	ENST00000402676.6	chr6	151239998	151358557	+
ENSG00000105849	ENST00000222567.5	chr7	19695461	19709087	-
ENSG00000142227	ENST00000270221.10	chr19	48325324	48330553	+
ENSG00000131013	ENST00000253329.2	chr6	149504732	149546038	-
ENSG00000142224	ENST00000340758.6	chr1	206798869	206842981	+
ENSG00000230829	ENST00000477507.1	chr5	32221931	32222347	+
ENSG00000230828	ENST00000456070.1	chr1	50114936	50115282	+
ENSG00000230825	ENST00000430266.1	chr7	7255153	7277779	+
ENSG00000230826	ENST00000423942.1	chr9	123736436	123751941	+
ENSG00000230821	ENST00000451224.1	chr22	22446685	22448336	+
ENSG00000230820	ENST00000433725.1	chr7	126980966	126981778	+
ENSG00000230823	ENST00000440184.1	chrX	63299246	63299673	-
ENSG00000259015	ENST00000555304.1	chr14	72960594	72961993	+
ENSG00000109099	ENST00000312280.8	chr17	15229776	15265357	-
ENSG00000226147	ENST00000427668.1	chr1	52994725	52996026	+
ENSG00000111142	ENST00000323666.9	chr12	95473950	95515839	+
ENSG00000180673	ENST00000510543.1	chr4	62816825	62818794	+
ENSG00000111144	ENST00000228740.6	chr12	96000827	96035661	-
ENSG00000111145	ENST00000228741.7	chr12	96194381	96269835	+
ENSG00000137478	ENST00000409418.8	chr11	72838243	73142261	-
ENSG00000259016	ENST00000554965.1	chr14	19908095	19908649	-
ENSG00000259011	ENST00000557558.1	chr15	25865294	25877211	+
ENSG00000188460	ENST00000436287.1	chr1	223863725	223864851	-
ENSG00000188467	ENST00000341459.7	chr15	48120971	48142672	+
ENSG00000119684	ENST00000355774.6	chr14	75013763	75051532	-
ENSG00000263456	ENST00000577370.1	chr16	88468917	88469031	+
ENSG00000263450	ENST00000580071.1	chr18	32954074	32957998	+
ENSG00000252802	ENST00000516993.1	chr1	26593939	26594041	-
ENSG00000259012	ENST00000555160.2	chr14	84176418	84177088	+
ENSG00000263458	ENST00000580836.1	chr4	184938382	184938440	-
ENSG00000115641	ENST00000393352.7	chr2	105360825	105438503	-
ENSG00000259775	ENST00000563989.1	chr14	103331673	103332367	-
ENSG00000259776	ENST00000561926.1	chr1	239247807	239250818	-
ENSG00000169826	ENST00000374466.3	chr10	43138485	43185308	+
ENSG00000259771	ENST00000560248.1	chr15	59266719	59271162	-
ENSG00000259772	ENST00000558388.6	chr15	31222766	31230838	-
ENSG00000259773	ENST00000558317.1	chr15	50746708	50749829	+
ENSG00000115649	ENST00000409789.5	chr2	219172173	219178106	-
ENSG00000115648	ENST00000264605.7	chr2	237487167	237555318	+
ENSG00000261965	ENST00000577104.1	chr17	54477795	54478168	+
ENSG00000261963	ENST00000575506.3	chr17	2724410	2749504	-
ENSG00000266364	ENST00000578406.1	chr17	20633033	20633259	-
ENSG00000105428	ENST00000222033.5	chr19	5455430	5456856	+
ENSG00000263189	ENST00000574529.1	chr17	53952935	53955324	+
ENSG00000263186	ENST00000572734.1	chr17_GL383564v2_alt	131007	132561	+
ENSG00000263181	ENST00000619036.2	chr22_GL383582v2_alt	50397	54770	-
ENSG00000219758	ENST00000480085.1	chr6	113839278	113839621	+
ENSG00000258765	ENST00000555396.1	chr15	91643016	91649114	-
ENSG00000221305	ENST00000408378.1	chr8	8088940	8089089	-
ENSG00000219757	ENST00000407792.1	chr6	102453366	102453792	-
ENSG00000221300	ENST00000408373.1	chr2	42440376	42440436	+
ENSG00000219755	ENST00000407121.1	chr6	99575711	99576456	+
ENSG00000227228	ENST00000436751.1	chr6_GL000251v2_alt	951047	956260	-
ENSG00000227222	ENST00000450902.6	chr6_GL000250v2_alt	1988977	2002543	-
ENSG00000227220	ENST00000435287.1	chr6	131950945	132077393	+
ENSG00000227227	ENST00000453665.1	chr2	186641338	186695287	-
ENSG00000227225	ENST00000427400.1	chr17	19602258	19603208	+
ENSG00000227224	ENST00000418538.1	chr3	53474699	53475089	-
ENSG00000267605	ENST00000612804.1	chr19	37265945	37268248	-
ENSG00000267604	ENST00000591540.1	chr17	43782803	43784682	-
ENSG00000267607	ENST00000589379.1	chr19	10285800	10289019	-
ENSG00000267606	ENST00000591630.1	chr19	56354492	56365949	-
ENSG00000267601	ENST00000587434.1	chr17	78855477	78855844	+
ENSG00000206066	ENST00000412472.2	chr22	25318255	25320080	+
ENSG00000267603	ENST00000586373.1	chr17	70051276	70068095	+
ENSG00000062194	ENST00000506184.6	chr5	57174116	57263082	+
ENSG00000142910	ENST00000271064.11	chr1	31576534	31587686	+
ENSG00000258763	ENST00000556750.5	chr12	55434754	55585471	-
ENSG00000188283	ENST00000589413.5	chr19	37218279	37243921	+
ENSG00000188282	ENST00000344321.8	chr2	218070495	218090580	+
ENSG00000188280	ENST00000617303.4	chr22	20338804	20354372	+
ENSG00000139211	ENST00000266581.4	chr12	47075706	47079865	-
ENSG00000214819	ENST00000399044.1	chr17	20579723	20580911	+
ENSG00000186532	ENST00000305513.11	chr17	1779484	1829881	-
ENSG00000146216	ENST00000259750.8	chr6	43243679	43288259	+
ENSG00000235957	ENST00000446556.1	chr13	49187478	49187670	-
ENSG00000235954	ENST00000454741.5	chr22	27919420	28002679	+
ENSG00000146215	ENST00000372569.7	chr6	43305471	43308797	-
ENSG00000235952	ENST00000453518.1	chr6_GL000255v2_alt	1197033	1198026	-
ENSG00000235951	ENST00000425328.1	chr2	204065705	204067363	+
ENSG00000226225	ENST00000434122.2	chr6_GL000254v2_alt	4707971	4712476	+
ENSG00000235958	ENST00000446537.5	chr20	3106912	3150867	+
ENSG00000235959	ENST00000446969.1	chr2	95640180	95640604	-
ENSG00000140829	ENST00000268482.7	chr16	72093561	72112912	+
ENSG00000172349	ENST00000302987.8	chr15	81225399	81308798	+
ENSG00000172348	ENST00000330430.10	chr6	46220735	46325668	-
ENSG00000242510	ENST00000462398.1	chr3	67513939	67514320	+
ENSG00000172346	ENST00000306149.11	chr22	41560762	41576666	+
ENSG00000242512	ENST00000608102.1	chr3	181971213	181972470	+
ENSG00000242515	ENST00000344644.9	chr2	233636453	233773305	+
ENSG00000242516	ENST00000463183.1	chr3	75672390	75679303	+
ENSG00000172340	ENST00000307227.9	chr3	67374718	67654614	-
ENSG00000100522	ENST00000216410.7	chr14	52775193	52791601	-
ENSG00000100523	ENST00000357758.3	chr14	53043967	53153282	-
ENSG00000100526	ENST00000335183.10	chr14	54396954	54420218	+
ENSG00000118965	ENST00000281405.8	chr2	19910259	19990122	-
ENSG00000118961	ENST00000237822.7	chr2	20685053	20823114	-
ENSG00000118960	ENST00000304031.7	chr2	20617821	20651089	-
ENSG00000108055	ENST00000361804.4	chr10	110567690	110604636	+
ENSG00000186281	ENST00000434632.5	chr2	96021945	96035974	-
ENSG00000186280	ENST00000335080.5	chr11	94973680	94999518	+
ENSG00000186283	ENST00000367627.7	chr1	179081376	179095996	+
ENSG00000186288	ENST00000373519.1	chrX	73077275	73079512	-
ENSG00000168883	ENST00000409470.5	chr2	85616168	85649280	+
ENSG00000168887	ENST00000306336.5	chr2	85606653	85612029	-
ENSG00000040531	ENST00000046640.7	chr17	3636467	3661538	+
ENSG00000168884	ENST00000315423.11	chr4	2741659	2756376	-
ENSG00000265939	ENST00000583290.1	chr18	22900485	22900995	-
ENSG00000265933	ENST00000581725.5	chr18	6919495	6929805	-
ENSG00000265932	ENST00000580367.1	chr7	19705357	19705436	-
ENSG00000265935	ENST00000584916.1	chr17	73662567	73663848	-
ENSG00000207034	ENST00000384307.1	chr18	2778940	2779057	+
ENSG00000265936	ENST00000579213.1	chr18	67375132	67375305	+
ENSG00000149929	ENST00000279392.7	chr16	29992320	29996436	-
ENSG00000260375	ENST00000566935.1	chr15	62255685	62256421	-
ENSG00000260377	ENST00000565024.1	chr3	182739668	182740848	-
ENSG00000260370	ENST00000562162.1	chr10	14060	14604	-
ENSG00000260371	ENST00000563634.1	chr16	69335090	69356306	-
ENSG00000260372	ENST00000578701.5	chr18	26865306	27190698	+
ENSG00000149923	ENST00000279387.11	chr16	30075989	30085377	+
ENSG00000149922	ENST00000395224.6	chr16	30085792	30091884	-
ENSG00000149925	ENST00000563060.6	chr16	30064273	30070414	+
ENSG00000260379	ENST00000567734.1	chr16	8508068	8508585	+
ENSG00000149927	ENST00000564979.5	chr16	30005871	30012304	-
ENSG00000149926	ENST00000380495.8	chr16	30024426	30031259	-
ENSG00000101435	ENST00000376979.3	chr20	23564731	23568749	-
ENSG00000153914	ENST00000334121.10	chr5	66144217	66183615	+
ENSG00000133138	ENST00000357242.9	chrX	106802679	106876145	+
ENSG00000101439	ENST00000398411.5	chr20	23626705	23637945	-
ENSG00000101438	ENST00000217420.1	chr20	38724461	38729372	+
ENSG00000100387	ENST00000216225.8	chr22	40951358	40973309	+
ENSG00000100385	ENST00000216223.9	chr22	37125837	37149990	-
ENSG00000100380	ENST00000216218.7	chr22	40824534	40857022	-
ENSG00000223217	ENST00000411285.1	chr17	75409085	75409188	-
ENSG00000223215	ENST00000411283.1	chr8	37668897	37669005	+
ENSG00000223212	ENST00000411280.1	chr7	141052248	141052409	+
ENSG00000236379	ENST00000454995.1	chrY	25168598	25169841	+
ENSG00000236378	ENST00000447848.1	chr6	135807147	135808466	-
ENSG00000236377	ENST00000444464.1	chr17	32905661	32906584	+
ENSG00000236376	ENST00000455583.1	chr9	75579668	75588548	+
ENSG00000236375	ENST00000445059.3	chr10	68010204	68010862	-
ENSG00000236374	ENST00000438377.1	chr6_GL000252v2_alt	2533328	2536501	+
ENSG00000236373	ENST00000418379.1	chr10	90402520	90540805	-
ENSG00000236372	ENST00000441459.1	chr1	232174931	232180113	-
ENSG00000236371	ENST00000433030.3	chrX	120982475	120985788	-
ENSG00000107551	ENST00000340258.9	chr10	44959791	44995891	+
ENSG00000107554	ENST00000324109.8	chr10	99875576	100009919	-
ENSG00000103876	ENST00000407106.5	chr15	80152779	80186946	+
ENSG00000196565	ENST00000336906.5	chr11	5253189	5254811	-
ENSG00000196564	ENST00000358001.4	chrX	18838708	18839452	-
ENSG00000196566	ENST00000354527.2	chr10	87610162	87660003	-
ENSG00000125337	ENST00000643607.1	chr6	167998201	168045072	+
ENSG00000196562	ENST00000359930.8	chr20	47656911	47786586	-
ENSG00000196569	ENST00000421865.2	chr6	128883196	129516569	+
ENSG00000197214	ENST00000449716.2	chr9	97067748	97068628	+
ENSG00000150753	ENST00000280326.8	chr5	10249920	10266412	+
ENSG00000197210	ENST00000420508.1	chr22	21114606	21124451	-
ENSG00000150756	ENST00000511437.5	chr5	10226732	10249886	-
ENSG00000065882	ENST00000261439.8	chr4	37891086	38139173	+
ENSG00000260967	ENST00000564013.1	chr16	35221582	35222048	-
ENSG00000255021	ENST00000525575.1	chr3	14272372	14303845	-
ENSG00000254417	ENST00000531347.1	chr11	70072433	70075433	-
ENSG00000239494	ENST00000476398.2	chr1	169859755	169860052	+
ENSG00000239490	ENST00000495480.1	chr18	22586464	22587227	+
ENSG00000106686	ENST00000381890.9	chr9	4600519	4666347	-
ENSG00000223284	ENST00000411352.1	chr19	40708054	40708163	-
ENSG00000239498	ENST00000432993.1	chr2	220105655	220450778	+
ENSG00000252612	ENST00000516803.1	chr1	185266534	185266627	+
ENSG00000213783	ENST00000446039.2	chr7	27269356	27269678	-
ENSG00000213782	ENST00000358007.7	chr12	12813345	12829981	+
ENSG00000213781	ENST00000423961.1	chr7	27461765	27462969	+
ENSG00000213780	ENST00000259895.8	chr6	30908183	30914106	+
ENSG00000213787	ENST00000441433.1	chr7	26922109	26922912	+
ENSG00000213786	ENST00000396362.3	chr7	27048168	27048628	+
ENSG00000216368	ENST00000401715.2	chr6	10118451	10119253	+
ENSG00000216364	ENST00000403169.1	chr6	16171605	16172031	+
ENSG00000216365	ENST00000404509.2	chr6	70098389	70098676	-
ENSG00000216360	ENST00000403053.1	chr6	5817420	5818366	-
ENSG00000197299	ENST00000355112.7	chr15	90717326	90816165	+
ENSG00000205940	ENST00000602906.1	chr4	13333413	13338302	+
ENSG00000205946	ENST00000382470.1	chr4	9367873	9369070	+
